id,name,type,dTime,energy_power
1001,Photovoltaics Tech,photovoltaics,20210516-19:00,7.6000000000000005
1002,Solar Energy PV,photovoltaics,20210516-19:00,7.6000000000000005
1003,Giant Wind Power,wind_power,20210516-19:00,7.6000000000000005
1004,City consumption,consumption,20210516-19:00,-25.2
1001,Photovoltaics Tech,photovoltaics,20210516-20:00,7.6000000000000005
1002,Solar Energy PV,photovoltaics,20210516-20:00,6.0
1003,Giant Wind Power,wind_power,20210516-20:00,7.6000000000000005
1004,City consumption,consumption,20210516-20:00,-25.2
1001,Photovoltaics Tech,photovoltaics,20210516-21:00,6.800000000000001
1002,Solar Energy PV,photovoltaics,20210516-21:00,6.0
1003,Giant Wind Power,wind_power,20210516-21:00,7.6000000000000005
1004,City consumption,consumption,20210516-21:00,-25.2
1001,Photovoltaics Tech,photovoltaics,20210516-22:00,6.800000000000001
1002,Solar Energy PV,photovoltaics,20210516-22:00,6.800000000000001
1003,Giant Wind Power,wind_power,20210516-22:00,7.6000000000000005
1004,City consumption,consumption,20210516-22:00,-24.2
1001,Photovoltaics Tech,photovoltaics,20210516-23:00,6.0
1002,Solar Energy PV,photovoltaics,20210516-23:00,6.0
1003,Giant Wind Power,wind_power,20210516-23:00,7.6000000000000005
1004,City consumption,consumption,20210516-23:00,-22.2
1001,Photovoltaics Tech,photovoltaics,20210517-00:00,7.5
1002,Solar Energy PV,photovoltaics,20210517-00:00,7.5
1003,Giant Wind Power,wind_power,20210517-00:00,6.7
1004,City consumption,consumption,20210517-00:00,-19.5
1001,Photovoltaics Tech,photovoltaics,20210517-01:00,7.5
1002,Solar Energy PV,photovoltaics,20210517-01:00,7.5
1003,Giant Wind Power,wind_power,20210517-01:00,6.7
1004,City consumption,consumption,20210517-01:00,-19.0
1001,Photovoltaics Tech,photovoltaics,20210517-02:00,7.5
1002,Solar Energy PV,photovoltaics,20210517-02:00,8.3
1003,Giant Wind Power,wind_power,20210517-02:00,6.7
1004,City consumption,consumption,20210517-02:00,-19.0
1001,Photovoltaics Tech,photovoltaics,20210517-03:00,8.3
1002,Solar Energy PV,photovoltaics,20210517-03:00,8.3
1003,Giant Wind Power,wind_power,20210517-03:00,6.7
1004,City consumption,consumption,20210517-03:00,-20.5
1001,Photovoltaics Tech,photovoltaics,20210517-04:00,8.3
1002,Solar Energy PV,photovoltaics,20210517-04:00,9.100000000000001
1003,Giant Wind Power,wind_power,20210517-04:00,6.7
1004,City consumption,consumption,20210517-04:00,-21.5
1001,Photovoltaics Tech,photovoltaics,20210517-05:00,8.3
1002,Solar Energy PV,photovoltaics,20210517-05:00,9.100000000000001
1003,Giant Wind Power,wind_power,20210517-05:00,6.7
1004,City consumption,consumption,20210517-05:00,-22.5
1001,Photovoltaics Tech,photovoltaics,20210517-06:00,9.100000000000001
1002,Solar Energy PV,photovoltaics,20210517-06:00,9.100000000000001
1003,Giant Wind Power,wind_power,20210517-06:00,6.7
1004,City consumption,consumption,20210517-06:00,-22.5
1001,Photovoltaics Tech,photovoltaics,20210517-07:00,9.100000000000001
1002,Solar Energy PV,photovoltaics,20210517-07:00,9.9
1003,Giant Wind Power,wind_power,20210517-07:00,6.7
1004,City consumption,consumption,20210517-07:00,-23.5
1001,Photovoltaics Tech,photovoltaics,20210517-08:00,9.9
1002,Solar Energy PV,photovoltaics,20210517-08:00,10.7
1003,Giant Wind Power,wind_power,20210517-08:00,6.7
1004,City consumption,consumption,20210517-08:00,-24.5
1001,Photovoltaics Tech,photovoltaics,20210517-09:00,10.7
1002,Solar Energy PV,photovoltaics,20210517-09:00,12.3
1003,Giant Wind Power,wind_power,20210517-09:00,6.7
1004,City consumption,consumption,20210517-09:00,-25.0
1001,Photovoltaics Tech,photovoltaics,20210517-10:00,11.5
1002,Solar Energy PV,photovoltaics,20210517-10:00,13.9
1003,Giant Wind Power,wind_power,20210517-10:00,6.7
1004,City consumption,consumption,20210517-10:00,-26.5
1001,Photovoltaics Tech,photovoltaics,20210517-11:00,11.5
1002,Solar Energy PV,photovoltaics,20210517-11:00,13.9
1003,Giant Wind Power,wind_power,20210517-11:00,6.7
1004,City consumption,consumption,20210517-11:00,-26.5
1001,Photovoltaics Tech,photovoltaics,20210517-12:00,12.3
1002,Solar Energy PV,photovoltaics,20210517-12:00,13.100000000000001
1003,Giant Wind Power,wind_power,20210517-12:00,6.7
1004,City consumption,consumption,20210517-12:00,-26.5
1001,Photovoltaics Tech,photovoltaics,20210517-13:00,13.100000000000001
1002,Solar Energy PV,photovoltaics,20210517-13:00,11.5
1003,Giant Wind Power,wind_power,20210517-13:00,6.7
1004,City consumption,consumption,20210517-13:00,-26.5
1001,Photovoltaics Tech,photovoltaics,20210517-14:00,13.100000000000001
1002,Solar Energy PV,photovoltaics,20210517-14:00,11.5
1003,Giant Wind Power,wind_power,20210517-14:00,6.7
1004,City consumption,consumption,20210517-14:00,-26.5
1001,Photovoltaics Tech,photovoltaics,20210517-15:00,12.3
1002,Solar Energy PV,photovoltaics,20210517-15:00,11.5
1003,Giant Wind Power,wind_power,20210517-15:00,6.7
1004,City consumption,consumption,20210517-15:00,-26.5
1001,Photovoltaics Tech,photovoltaics,20210517-16:00,12.3
1002,Solar Energy PV,photovoltaics,20210517-16:00,9.9
1003,Giant Wind Power,wind_power,20210517-16:00,6.7
1004,City consumption,consumption,20210517-16:00,-25.5
1001,Photovoltaics Tech,photovoltaics,20210517-17:00,11.5
1002,Solar Energy PV,photovoltaics,20210517-17:00,8.3
1003,Giant Wind Power,wind_power,20210517-17:00,6.7
1004,City consumption,consumption,20210517-17:00,-24.5
1001,Photovoltaics Tech,photovoltaics,20210517-18:00,9.9
1002,Solar Energy PV,photovoltaics,20210517-18:00,9.100000000000001
1003,Giant Wind Power,wind_power,20210517-18:00,6.7
1004,City consumption,consumption,20210517-18:00,-23.5
1001,Photovoltaics Tech,photovoltaics,20210517-19:00,9.100000000000001
1002,Solar Energy PV,photovoltaics,20210517-19:00,9.100000000000001
1003,Giant Wind Power,wind_power,20210517-19:00,6.7
1004,City consumption,consumption,20210517-19:00,-25.5
1001,Photovoltaics Tech,photovoltaics,20210517-20:00,9.100000000000001
1002,Solar Energy PV,photovoltaics,20210517-20:00,7.5
1003,Giant Wind Power,wind_power,20210517-20:00,6.7
1004,City consumption,consumption,20210517-20:00,-25.5
1001,Photovoltaics Tech,photovoltaics,20210517-21:00,8.3
1002,Solar Energy PV,photovoltaics,20210517-21:00,7.5
1003,Giant Wind Power,wind_power,20210517-21:00,6.7
1004,City consumption,consumption,20210517-21:00,-25.5
1001,Photovoltaics Tech,photovoltaics,20210517-22:00,8.3
1002,Solar Energy PV,photovoltaics,20210517-22:00,8.3
1003,Giant Wind Power,wind_power,20210517-22:00,6.7
1004,City consumption,consumption,20210517-22:00,-24.5
1001,Photovoltaics Tech,photovoltaics,20210517-23:00,7.5
1002,Solar Energy PV,photovoltaics,20210517-23:00,7.5
1003,Giant Wind Power,wind_power,20210517-23:00,6.7
1004,City consumption,consumption,20210517-23:00,-22.5
1001,Photovoltaics Tech,photovoltaics,20210518-00:00,5.5
1002,Solar Energy PV,photovoltaics,20210518-00:00,5.5
1003,Giant Wind Power,wind_power,20210518-00:00,7.9
1004,City consumption,consumption,20210518-00:00,-19.1
1001,Photovoltaics Tech,photovoltaics,20210518-01:00,5.5
1002,Solar Energy PV,photovoltaics,20210518-01:00,5.5
1003,Giant Wind Power,wind_power,20210518-01:00,7.9
1004,City consumption,consumption,20210518-01:00,-18.6
1001,Photovoltaics Tech,photovoltaics,20210518-02:00,5.5
1002,Solar Energy PV,photovoltaics,20210518-02:00,6.300000000000001
1003,Giant Wind Power,wind_power,20210518-02:00,7.9
1004,City consumption,consumption,20210518-02:00,-18.6
1001,Photovoltaics Tech,photovoltaics,20210518-03:00,6.300000000000001
1002,Solar Energy PV,photovoltaics,20210518-03:00,6.300000000000001
1003,Giant Wind Power,wind_power,20210518-03:00,7.9
1004,City consumption,consumption,20210518-03:00,-20.1
1001,Photovoltaics Tech,photovoltaics,20210518-04:00,6.300000000000001
1002,Solar Energy PV,photovoltaics,20210518-04:00,7.1000000000000005
1003,Giant Wind Power,wind_power,20210518-04:00,7.9
1004,City consumption,consumption,20210518-04:00,-21.1
1001,Photovoltaics Tech,photovoltaics,20210518-05:00,6.300000000000001
1002,Solar Energy PV,photovoltaics,20210518-05:00,7.1000000000000005
1003,Giant Wind Power,wind_power,20210518-05:00,7.9
1004,City consumption,consumption,20210518-05:00,-22.1
1001,Photovoltaics Tech,photovoltaics,20210518-06:00,7.1000000000000005
1002,Solar Energy PV,photovoltaics,20210518-06:00,7.1000000000000005
1003,Giant Wind Power,wind_power,20210518-06:00,7.9
1004,City consumption,consumption,20210518-06:00,-22.1
1001,Photovoltaics Tech,photovoltaics,20210518-07:00,7.1000000000000005
1002,Solar Energy PV,photovoltaics,20210518-07:00,7.9
1003,Giant Wind Power,wind_power,20210518-07:00,7.9
1004,City consumption,consumption,20210518-07:00,-23.1
1001,Photovoltaics Tech,photovoltaics,20210518-08:00,7.9
1002,Solar Energy PV,photovoltaics,20210518-08:00,8.7
1003,Giant Wind Power,wind_power,20210518-08:00,7.9
1004,City consumption,consumption,20210518-08:00,-24.1
1001,Photovoltaics Tech,photovoltaics,20210518-09:00,8.7
1002,Solar Energy PV,photovoltaics,20210518-09:00,10.3
1003,Giant Wind Power,wind_power,20210518-09:00,7.9
1004,City consumption,consumption,20210518-09:00,-24.6
1001,Photovoltaics Tech,photovoltaics,20210518-10:00,9.5
1002,Solar Energy PV,photovoltaics,20210518-10:00,11.9
1003,Giant Wind Power,wind_power,20210518-10:00,7.9
1004,City consumption,consumption,20210518-10:00,-26.1
1001,Photovoltaics Tech,photovoltaics,20210518-11:00,9.5
1002,Solar Energy PV,photovoltaics,20210518-11:00,11.9
1003,Giant Wind Power,wind_power,20210518-11:00,7.9
1004,City consumption,consumption,20210518-11:00,-26.1
1001,Photovoltaics Tech,photovoltaics,20210518-12:00,10.3
1002,Solar Energy PV,photovoltaics,20210518-12:00,11.100000000000001
1003,Giant Wind Power,wind_power,20210518-12:00,7.9
1004,City consumption,consumption,20210518-12:00,-26.1
1001,Photovoltaics Tech,photovoltaics,20210518-13:00,11.100000000000001
1002,Solar Energy PV,photovoltaics,20210518-13:00,9.5
1003,Giant Wind Power,wind_power,20210518-13:00,7.9
1004,City consumption,consumption,20210518-13:00,-26.1
1001,Photovoltaics Tech,photovoltaics,20210518-14:00,11.100000000000001
1002,Solar Energy PV,photovoltaics,20210518-14:00,9.5
1003,Giant Wind Power,wind_power,20210518-14:00,7.9
1004,City consumption,consumption,20210518-14:00,-26.1
1001,Photovoltaics Tech,photovoltaics,20210518-15:00,10.3
1002,Solar Energy PV,photovoltaics,20210518-15:00,9.5
1003,Giant Wind Power,wind_power,20210518-15:00,7.9
1004,City consumption,consumption,20210518-15:00,-26.1
1001,Photovoltaics Tech,photovoltaics,20210518-16:00,10.3
1002,Solar Energy PV,photovoltaics,20210518-16:00,7.9
1003,Giant Wind Power,wind_power,20210518-16:00,7.9
1004,City consumption,consumption,20210518-16:00,-25.1
1001,Photovoltaics Tech,photovoltaics,20210518-17:00,9.5
1002,Solar Energy PV,photovoltaics,20210518-17:00,6.300000000000001
1003,Giant Wind Power,wind_power,20210518-17:00,7.9
1004,City consumption,consumption,20210518-17:00,-24.1
1001,Photovoltaics Tech,photovoltaics,20210518-18:00,7.9
1002,Solar Energy PV,photovoltaics,20210518-18:00,7.1000000000000005
1003,Giant Wind Power,wind_power,20210518-18:00,7.9
1004,City consumption,consumption,20210518-18:00,-23.1
1001,Photovoltaics Tech,photovoltaics,20210518-19:00,7.1000000000000005
1002,Solar Energy PV,photovoltaics,20210518-19:00,7.1000000000000005
1003,Giant Wind Power,wind_power,20210518-19:00,7.9
1004,City consumption,consumption,20210518-19:00,-25.1
1001,Photovoltaics Tech,photovoltaics,20210518-20:00,7.1000000000000005
1002,Solar Energy PV,photovoltaics,20210518-20:00,5.5
1003,Giant Wind Power,wind_power,20210518-20:00,7.9
1004,City consumption,consumption,20210518-20:00,-25.1
1001,Photovoltaics Tech,photovoltaics,20210518-21:00,6.300000000000001
1002,Solar Energy PV,photovoltaics,20210518-21:00,5.5
1003,Giant Wind Power,wind_power,20210518-21:00,7.9
1004,City consumption,consumption,20210518-21:00,-25.1
1001,Photovoltaics Tech,photovoltaics,20210518-22:00,6.300000000000001
1002,Solar Energy PV,photovoltaics,20210518-22:00,6.300000000000001
1003,Giant Wind Power,wind_power,20210518-22:00,7.9
1004,City consumption,consumption,20210518-22:00,-24.1
1001,Photovoltaics Tech,photovoltaics,20210518-23:00,5.5
1002,Solar Energy PV,photovoltaics,20210518-23:00,5.5
1003,Giant Wind Power,wind_power,20210518-23:00,7.9
1004,City consumption,consumption,20210518-23:00,-22.1
1001,Photovoltaics Tech,photovoltaics,20210519-00:00,3.0
1002,Solar Energy PV,photovoltaics,20210519-00:00,3.0
1003,Giant Wind Power,wind_power,20210519-00:00,9.399999999999999
1004,City consumption,consumption,20210519-00:00,-18.6
1001,Photovoltaics Tech,photovoltaics,20210519-01:00,3.0
1002,Solar Energy PV,photovoltaics,20210519-01:00,3.0
1003,Giant Wind Power,wind_power,20210519-01:00,9.399999999999999
1004,City consumption,consumption,20210519-01:00,-18.1
1001,Photovoltaics Tech,photovoltaics,20210519-02:00,3.0
1002,Solar Energy PV,photovoltaics,20210519-02:00,3.8000000000000007
1003,Giant Wind Power,wind_power,20210519-02:00,9.399999999999999
1004,City consumption,consumption,20210519-02:00,-18.1
1001,Photovoltaics Tech,photovoltaics,20210519-03:00,3.8000000000000007
1002,Solar Energy PV,photovoltaics,20210519-03:00,3.8000000000000007
1003,Giant Wind Power,wind_power,20210519-03:00,9.399999999999999
1004,City consumption,consumption,20210519-03:00,-19.6
1001,Photovoltaics Tech,photovoltaics,20210519-04:00,3.8000000000000007
1002,Solar Energy PV,photovoltaics,20210519-04:00,4.6000000000000005
1003,Giant Wind Power,wind_power,20210519-04:00,9.399999999999999
1004,City consumption,consumption,20210519-04:00,-20.6
1001,Photovoltaics Tech,photovoltaics,20210519-05:00,3.8000000000000007
1002,Solar Energy PV,photovoltaics,20210519-05:00,4.6000000000000005
1003,Giant Wind Power,wind_power,20210519-05:00,9.399999999999999
1004,City consumption,consumption,20210519-05:00,-21.6
1001,Photovoltaics Tech,photovoltaics,20210519-06:00,4.6000000000000005
1002,Solar Energy PV,photovoltaics,20210519-06:00,4.6000000000000005
1003,Giant Wind Power,wind_power,20210519-06:00,9.399999999999999
1004,City consumption,consumption,20210519-06:00,-21.6
1001,Photovoltaics Tech,photovoltaics,20210519-07:00,4.6000000000000005
1002,Solar Energy PV,photovoltaics,20210519-07:00,5.4
1003,Giant Wind Power,wind_power,20210519-07:00,9.399999999999999
1004,City consumption,consumption,20210519-07:00,-22.6
1001,Photovoltaics Tech,photovoltaics,20210519-08:00,5.4
1002,Solar Energy PV,photovoltaics,20210519-08:00,6.2
1003,Giant Wind Power,wind_power,20210519-08:00,9.399999999999999
1004,City consumption,consumption,20210519-08:00,-23.6
1001,Photovoltaics Tech,photovoltaics,20210519-09:00,6.2
1002,Solar Energy PV,photovoltaics,20210519-09:00,7.800000000000001
1003,Giant Wind Power,wind_power,20210519-09:00,9.399999999999999
1004,City consumption,consumption,20210519-09:00,-24.1
1001,Photovoltaics Tech,photovoltaics,20210519-10:00,7.0
1002,Solar Energy PV,photovoltaics,20210519-10:00,9.4
1003,Giant Wind Power,wind_power,20210519-10:00,9.399999999999999
1004,City consumption,consumption,20210519-10:00,-25.6
1001,Photovoltaics Tech,photovoltaics,20210519-11:00,7.0
1002,Solar Energy PV,photovoltaics,20210519-11:00,9.4
1003,Giant Wind Power,wind_power,20210519-11:00,9.399999999999999
1004,City consumption,consumption,20210519-11:00,-25.6
1001,Photovoltaics Tech,photovoltaics,20210519-12:00,7.800000000000001
1002,Solar Energy PV,photovoltaics,20210519-12:00,8.600000000000001
1003,Giant Wind Power,wind_power,20210519-12:00,9.399999999999999
1004,City consumption,consumption,20210519-12:00,-25.6
1001,Photovoltaics Tech,photovoltaics,20210519-13:00,8.600000000000001
1002,Solar Energy PV,photovoltaics,20210519-13:00,7.0
1003,Giant Wind Power,wind_power,20210519-13:00,9.399999999999999
1004,City consumption,consumption,20210519-13:00,-25.6
1001,Photovoltaics Tech,photovoltaics,20210519-14:00,8.600000000000001
1002,Solar Energy PV,photovoltaics,20210519-14:00,7.0
1003,Giant Wind Power,wind_power,20210519-14:00,9.399999999999999
1004,City consumption,consumption,20210519-14:00,-25.6
1001,Photovoltaics Tech,photovoltaics,20210519-15:00,7.800000000000001
1002,Solar Energy PV,photovoltaics,20210519-15:00,7.0
1003,Giant Wind Power,wind_power,20210519-15:00,9.399999999999999
1004,City consumption,consumption,20210519-15:00,-25.6
1001,Photovoltaics Tech,photovoltaics,20210519-16:00,7.800000000000001
1002,Solar Energy PV,photovoltaics,20210519-16:00,5.4
1003,Giant Wind Power,wind_power,20210519-16:00,9.399999999999999
1004,City consumption,consumption,20210519-16:00,-24.6
1001,Photovoltaics Tech,photovoltaics,20210519-17:00,7.0
