id,name,type,dTime,energy_power
1003,City consumption,consumption,20210518-20:00,-10.45426472001327
1001,Photovoltaics Tech,photovoltaics,20210518-21:00,7.022960527466375
1002,Giant Wind Power,wind_power,20210518-21:00,14.521353952727276
1003,City consumption,consumption,20210518-21:00,-10.662077069636647
1001,Photovoltaics Tech,photovoltaics,20210518-22:00,8.43818428702564
1002,Giant Wind Power,wind_power,20210518-22:00,12.63768565701299
1003,City consumption,consumption,20210518-22:00,-15.70438313873873
1001,Photovoltaics Tech,photovoltaics,20210518-23:00,8.978876810873738
1002,Giant Wind Power,wind_power,20210518-23:00,12.809121685038964
1003,City consumption,consumption,20210518-23:00,-16.424246894342094
1001,Photovoltaics Tech,photovoltaics,20210519-00:00,9.905355348703512
1002,Giant Wind Power,wind_power,20210519-00:00,12.563710236519483
1003,City consumption,consumption,20210519-00:00,-18.244048070068896
1001,Photovoltaics Tech,photovoltaics,20210519-01:00,11.79873714926812
1002,Giant Wind Power,wind_power,20210519-01:00,11.392036048857143
1003,City consumption,consumption,20210519-01:00,-22.619592439226356
1001,Photovoltaics Tech,photovoltaics,20210519-02:00,13.785181434743983
1002,Giant Wind Power,wind_power,20210519-02:00,9.388419468363635
1003,City consumption,consumption,20210519-02:00,-28.1248077546776
1001,Photovoltaics Tech,photovoltaics,20210519-03:00,14.023992156936336
1002,Giant Wind Power,wind_power,20210519-03:00,9.186221002
1003,City consumption,consumption,20210519-03:00,-28.785507575782894
1001,Photovoltaics Tech,photovoltaics,20210519-04:00,13.301335281394374
1002,Giant Wind Power,wind_power,20210519-04:00,9.193886303922074
1003,City consumption,consumption,20210519-04:00,-27.566436073700608
1001,Photovoltaics Tech,photovoltaics,20210519-05:00,11.423344303387065
1002,Giant Wind Power,wind_power,20210519-05:00,10.393718696675323
1003,City consumption,consumption,20210519-05:00,-23.00641028341154
1001,Photovoltaics Tech,photovoltaics,20210519-06:00,12.766606182044125
1002,Giant Wind Power,wind_power,20210519-06:00,9.783628774363635
1003,City consumption,consumption,20210519-06:00,-25.994667266856673
1001,Photovoltaics Tech,photovoltaics,20210519-07:00,10.728330962884469
1002,Giant Wind Power,wind_power,20210519-07:00,10.643194742675325
1003,City consumption,consumption,20210519-07:00,-21.831100633377233
1001,Photovoltaics Tech,photovoltaics,20210519-08:00,8.949038589027671
1002,Giant Wind Power,wind_power,20210519-08:00,12.627700042259743
1003,City consumption,consumption,20210519-08:00,-17.02764097854955
1001,Photovoltaics Tech,photovoltaics,20210519-09:00,7.968084072994464
1002,Giant Wind Power,wind_power,20210519-09:00,12.88770243657143
1003,City consumption,consumption,20210519-09:00,-15.1176564645381
1001,Photovoltaics Tech,photovoltaics,20210519-10:00,6.556159115491168
1002,Giant Wind Power,wind_power,20210519-10:00,13.684873549558443
1003,City consumption,consumption,20210519-10:00,-11.251659492530127
1001,Photovoltaics Tech,photovoltaics,20210519-11:00,6.736020917250684
1002,Giant Wind Power,wind_power,20210519-11:00,13.487889686545454
1003,City consumption,consumption,20210519-11:00,-11.338770782767945
1001,Photovoltaics Tech,photovoltaics,20210519-12:00,7.252129304752089
1002,Giant Wind Power,wind_power,20210519-12:00,13.227493284285714
1003,City consumption,consumption,20210519-12:00,-12.201167888922358
1001,Photovoltaics Tech,photovoltaics,20210519-13:00,7.702411320136505
1002,Giant Wind Power,wind_power,20210519-13:00,13.01152431464935
1003,City consumption,consumption,20210519-13:00,-13.115923628848767
1001,Photovoltaics Tech,photovoltaics,20210519-14:00,7.415448684258583
1002,Giant Wind Power,wind_power,20210519-14:00,13.518285916233767
1003,City consumption,consumption,20210519-14:00,-12.066223997623661
1001,Photovoltaics Tech,photovoltaics,20210519-15:00,7.129765689614428
1002,Giant Wind Power,wind_power,20210519-15:00,13.786808508077923
1003,City consumption,consumption,20210519-15:00,-11.468657101788164
1001,Photovoltaics Tech,photovoltaics,20210519-16:00,6.971248829998843
1002,Giant Wind Power,wind_power,20210519-16:00,13.817488548181819
1003,City consumption,consumption,20210519-16:00,-11.354462335762186
1001,Photovoltaics Tech,photovoltaics,20210519-17:00,6.495822307627415
1002,Giant Wind Power,wind_power,20210519-17:00,14.279479269246755
1003,City consumption,consumption,20210519-17:00,-10.047799084190759
1001,Photovoltaics Tech,photovoltaics,20210519-18:00,6.391913260546895
1002,Giant Wind Power,wind_power,20210519-18:00,14.296319082805196
1003,City consumption,consumption,20210519-18:00,-9.967474481913701
1001,Photovoltaics Tech,photovoltaics,20210519-19:00,6.537608402713129
1002,Giant Wind Power,wind_power,20210519-19:00,14.24880815818182
1003,City consumption,consumption,20210519-19:00,-10.260299718857425
1001,Photovoltaics Tech,photovoltaics,20210519-20:00,6.8129311163365065
1002,Giant Wind Power,wind_power,20210519-20:00,14.207210956493508
1003,City consumption,consumption,20210519-20:00,-10.554885193944006
1001,Photovoltaics Tech,photovoltaics,20210519-21:00,7.044071208978064
1002,Giant Wind Power,wind_power,20210519-21:00,14.176263348727275
1003,City consumption,consumption,20210519-21:00,-10.861547253108506
1001,Photovoltaics Tech,photovoltaics,20210519-22:00,7.131000551068895
1002,Giant Wind Power,wind_power,20210519-22:00,13.677553138467532
1003,City consumption,consumption,20210519-22:00,-11.486427288333447
1001,Photovoltaics Tech,photovoltaics,20210519-23:00,8.283211451312562
1002,Giant Wind Power,wind_power,20210519-23:00,13.180309321792208
1003,City consumption,consumption,20210519-23:00,-13.811577707762572
1001,Photovoltaics Tech,photovoltaics,20210520-00:00,10.415887356005793
1002,Giant Wind Power,wind_power,20210520-00:00,12.38148204638961
1003,City consumption,consumption,20210520-00:00,-18.166268710781267
1001,Photovoltaics Tech,photovoltaics,20210520-01:00,12.941769009729024
1002,Giant Wind Power,wind_power,20210520-01:00,11.438485680987013
1003,City consumption,consumption,20210520-01:00,-23.324993930431162
1001,Photovoltaics Tech,photovoltaics,20210520-02:00,16.211027114497092
1002,Giant Wind Power,wind_power,20210520-02:00,9.012377140545452
1003,City consumption,consumption,20210520-02:00,-31.502196374844935
1001,Photovoltaics Tech,photovoltaics,20210520-03:00,17.709134932943932
1002,Giant Wind Power,wind_power,20210520-03:00,8.517801107844154
1003,City consumption,consumption,20210520-03:00,-34.58953283095808
1001,Photovoltaics Tech,photovoltaics,20210520-04:00,18.8367328573791
1002,Giant Wind Power,wind_power,20210520-04:00,8.11355459742857
1003,City consumption,consumption,20210520-04:00,-36.83509728754338
1001,Photovoltaics Tech,photovoltaics,20210520-05:00,19.052757033279203
1002,Giant Wind Power,wind_power,20210520-05:00,7.255617129999996
1003,City consumption,consumption,20210520-05:00,-38.47758393151027
1001,Photovoltaics Tech,photovoltaics,20210520-06:00,18.571463734047544
1002,Giant Wind Power,wind_power,20210520-06:00,7.274404308181815
1003,City consumption,consumption,20210520-06:00,-37.61254442169394
1001,Photovoltaics Tech,photovoltaics,20210520-07:00,18.191330933989953
1002,Giant Wind Power,wind_power,20210520-07:00,7.180319835064932
1003,City consumption,consumption,20210520-07:00,-36.96250048034349
1001,Photovoltaics Tech,photovoltaics,20210520-08:00,17.00569103123539
1002,Giant Wind Power,wind_power,20210520-08:00,7.3265013842597355
1003,City consumption,consumption,20210520-08:00,-34.71044225991318
1001,Photovoltaics Tech,photovoltaics,20210520-09:00,14.820301406678967
1002,Giant Wind Power,wind_power,20210520-09:00,8.078193044649346
1003,City consumption,consumption,20210520-09:00,-30.379100163472856
1001,Photovoltaics Tech,photovoltaics,20210520-10:00,10.594641679053996
1002,Giant Wind Power,wind_power,20210520-10:00,10.986590493454544
1003,City consumption,consumption,20210520-10:00,-20.430486639703858
1001,Photovoltaics Tech,photovoltaics,20210520-11:00,9.00910818338032
1002,Giant Wind Power,wind_power,20210520-11:00,11.479716833636363
1003,City consumption,consumption,20210520-11:00,-17.35452123424441
1001,Photovoltaics Tech,photovoltaics,20210520-12:00,8.164101515972868
1002,Giant Wind Power,wind_power,20210520-12:00,11.93029588064935
1003,City consumption,consumption,20210520-12:00,-15.535407288576035
1001,Photovoltaics Tech,photovoltaics,20210520-13:00,8.139974602289751
1002,Giant Wind Power,wind_power,20210520-13:00,11.99985027794805
1003,City consumption,consumption,20210520-13:00,-15.409481480056556
1001,Photovoltaics Tech,photovoltaics,20210520-14:00,7.726028835718322
1002,Giant Wind Power,wind_power,20210520-14:00,12.513946397688311
1003,City consumption,consumption,20210520-14:00,-14.212429011961321
1001,Photovoltaics Tech,photovoltaics,20210520-15:00,7.565309798118323
1002,Giant Wind Power,wind_power,20210520-15:00,12.860657794363636
1003,City consumption,consumption,20210520-15:00,-13.50170680643751
1001,Photovoltaics Tech,photovoltaics,20210520-16:00,7.573893125900141
1002,Giant Wind Power,wind_power,20210520-16:00,12.84148850574026
1003,City consumption,consumption,20210520-16:00,-13.551726638454825
1001,Photovoltaics Tech,photovoltaics,20210520-17:00,7.120621789902739
1002,Giant Wind Power,wind_power,20210520-17:00,13.379008745298702
1003,City consumption,consumption,20210520-17:00,-12.046274411792488
1001,Photovoltaics Tech,photovoltaics,20210520-18:00,7.013641433539103
1002,Giant Wind Power,wind_power,20210520-18:00,13.475645846597402
1003,City consumption,consumption,20210520-18:00,-11.789402389281667
1001,Photovoltaics Tech,photovoltaics,20210520-19:00,7.02278261735209
1002,Giant Wind Power,wind_power,20210520-19:00,13.619070202545455
1003,City consumption,consumption,20210520-19:00,-11.733209124208075
1001,Photovoltaics Tech,photovoltaics,20210520-20:00,6.8897910988248166
1002,Giant Wind Power,wind_power,20210520-20:00,13.97378231166234
